Customer_ID,Customer_Type
CUST0281,Individual
CUST0223,Business
CUST0058,Individual
CUST0360,Business
CUST0174,Individual
CUST0114,Individual
CUST0288,Individual
CUST0342,Business
CUST0151,Business
CUST0450,Individual
CUST0127,Individual
CUST0155,Individual
CUST0474,Business
CUST0273,Business
CUST0299,Individual
CUST0246,Individual
CUST0039,Individual
CUST0170,Business
CUST0026,Individual
CUST0355,Business
CUST0306,Individual
CUST0409,Business
CUST0013,Business
CUST0316,Individual
CUST0391,Business
CUST0313,Business
CUST0036,Business
CUST0173,Individual
CUST0020,Individual
CUST0321,Individual
CUST0494,Individual
CUST0400,Individual
CUST0142,Business
CUST0354,Business
CUST0322,Business
CUST0288,Business
CUST0447,Individual
CUST0342,Individual
CUST0186,Individual
CUST0190,Business
CUST0125,Business
CUST0314,Business
CUST0305,Individual
CUST0180,Individual
CUST0054,Individual
CUST0491,Business
CUST0444,Individual
CUST0481,Business
CUST0060,Individual
CUST0108,Business
CUST0005,Business
CUST0196,Individual
CUST0262,Individual
CUST0480,Individual
CUST0372,Individual
CUST0350,Business
CUST0047,Business
CUST0311,Individual
CUST0424,Individual
CUST0308,Business
CUST0144,Individual
CUST0269,Individual
CUST0370,Business
CUST0106,Individual
CUST0145,Individual
CUST0319,Individual
CUST0275,Individual
CUST0092,Business
CUST0058,Business
CUST0439,Individual
CUST0229,Business
CUST0474,Individual
CUST0117,Business
CUST0279,Business
CUST0393,Business
CUST0396,Individual
CUST0001,Individual
CUST0239,Individual
CUST0290,Individual
CUST0118,Individual
CUST0048,Individual
CUST0089,Individual
CUST0488,Individual
CUST0272,Business
CUST0189,Business
CUST0487,Business
CUST0069,Individual
CUST0278,Individual
CUST0076,Individual
CUST0154,Individual
CUST0435,Individual
CUST0086,Business
CUST0185,Business
CUST0285,Business
CUST0047,Individual
CUST0497,Individual
CUST0094,Individual
CUST0238,Individual
CUST0204,Individual
CUST0432,Individual
CUST0341,Individual
CUST0100,Individual
CUST0254,Business
CUST0222,Business
CUST0357,Business
CUST0023,Individual
CUST0250,Business
CUST0010,Individual
CUST0290,Business
CUST0223,Individual
CUST0394,Business
CUST0250,Individual
CUST0257,Business
CUST0004,Individual
CUST0016,Individual
CUST0336,Individual
CUST0258,Business
CUST0476,Business
CUST0384,Business
CUST0178,Business
CUST0417,Business
CUST0445,Individual
CUST0427,Business
CUST0268,Individual
CUST0168,Business
CUST0330,Individual
CUST0043,Individual
CUST0397,Individual
CUST0012,Individual
CUST0302,Individual
CUST0253,Business
CUST0242,Individual
CUST0337,Individual
CUST0090,Individual
CUST0264,Business
CUST0093,Business
CUST0410,Business
CUST0458,Individual
CUST0115,Individual
CUST0105,Individual
CUST0413,Business
CUST0376,Individual
CUST0217,Business
CUST0249,Business
CUST0164,Business
CUST0357,Individual
CUST0457,Individual
CUST0408,Individual
CUST0177,Business
CUST0496,Individual
CUST0466,Individual
CUST0487,Individual
CUST0369,Business
CUST0183,Individual
CUST0355,Individual
CUST0361,Individual
CUST0084,Business
CUST0368,Individual
CUST0397,Business
CUST0019,Individual
CUST0177,Individual
CUST0233,Individual
CUST0076,Business
CUST0265,Individual
CUST0455,Business
CUST0052,Business
CUST0339,Individual
CUST0025,Business
CUST0379,Business
CUST0469,Individual
CUST0484,Individual
CUST0057,Business
CUST0109,Business
CUST0423,Individual
CUST0133,Individual
CUST0221,Individual
CUST0235,Individual
CUST0146,Individual
CUST0239,Business
CUST0074,Business
CUST0007,Individual
CUST0141,Business
CUST0168,Individual
CUST0194,Individual
CUST0029,Business
CUST0496,Business
CUST0500,Business
CUST0145,Business
CUST0132,Individual
CUST0292,Individual
CUST0070,Individual
CUST0182,Individual
CUST0167,Business
CUST0091,Business
CUST0019,Business
CUST0451,Individual
CUST0173,Business
CUST0317,Individual
CUST0383,Individual
CUST0361,Business
CUST0387,Business
CUST0191,Individual
CUST0312,Business
CUST0134,Individual
CUST0303,Individual
CUST0149,Business
CUST0080,Individual
CUST0203,Business
CUST0164,Individual
CUST0020,Business
CUST0014,Business
CUST0001,Business
CUST0373,Business
CUST0459,Business
CUST0358,Individual
CUST0156,Individual
CUST0008,Individual
CUST0122,Business
CUST0178,Individual
CUST0041,Individual
CUST0228,Individual
CUST0447,Business
CUST0212,Individual
CUST0461,Business
CUST0240,Business
CUST0413,Individual
CUST0082,Individual
CUST0256,Individual
CUST0197,Individual
CUST0303,Business
CUST0409,Individual
CUST0450,Business
CUST0312,Individual
CUST0251,Business
CUST0365,Business
CUST0119,Individual
CUST0146,Business
CUST0224,Individual
CUST0267,Individual
CUST0341,Business
CUST0282,Individual
CUST0315,Individual
CUST0405,Individual
CUST0006,Business
CUST0465,Individual
CUST0351,Business
CUST0437,Individual
CUST0023,Business
CUST0083,Business
CUST0085,Business
CUST0078,Business
CUST0205,Individual
CUST0034,Individual
CUST0072,Business
CUST0154,Business
CUST0118,Business
CUST0236,Individual
CUST0389,Individual
CUST0478,Individual
CUST0112,Business
CUST0066,Business
CUST0226,Individual
CUST0294,Business
CUST0335,Business
CUST0347,Business
CUST0482,Business
CUST0166,Individual
CUST0472,Individual
CUST0335,Individual
CUST0030,Business
CUST0285,Individual
CUST0138,Individual
CUST0273,Individual
CUST0126,Business
CUST0371,Business
CUST0111,Individual
CUST0249,Individual
CUST0183,Business
CUST0155,Business
CUST0093,Individual
CUST0434,Business
CUST0061,Individual
CUST0046,Individual
CUST0034,Business
CUST0433,Individual
CUST0301,Individual
CUST0411,Individual
CUST0073,Individual
CUST0214,Business
CUST0056,Individual
CUST0350,Individual
CUST0107,Business
CUST0207,Business
CUST0056,Business
CUST0078,Individual
CUST0216,Individual
CUST0007,Business
CUST0003,Individual
CUST0363,Individual
CUST0274,Business
CUST0119,Business
CUST0300,Business
CUST0025,Individual
CUST0212,Business
CUST0068,Business
CUST0394,Individual
CUST0067,Individual
CUST0228,Business
CUST0083,Individual
CUST0042,Individual
CUST0425,Business
CUST0320,Individual
CUST0443,Business
CUST0454,Individual
CUST0229,Individual
CUST0377,Business
CUST0437,Business
CUST0198,Business
CUST0318,Business
CUST0247,Business
CUST0243,Business
CUST0031,Individual
CUST0040,Business
CUST0322,Individual
CUST0468,Individual
CUST0075,Business
CUST0486,Individual
CUST0392,Individual
CUST0435,Business
CUST0300,Individual
CUST0133,Business
CUST0326,Business
CUST0324,Individual
CUST0275,Business
CUST0142,Individual
CUST0038,Business
CUST0293,Individual
CUST0382,Individual
CUST0356,Business
CUST0333,Individual
CUST0491,Individual
CUST0261,Business
CUST0138,Business
CUST0172,Business
CUST0084,Individual
CUST0321,Business
CUST0399,Business
CUST0334,Individual
CUST0376,Business
CUST0137,Business
CUST0418,Business
CUST0483,Individual
CUST0296,Individual
CUST0406,Individual
CUST0328,Business
CUST0291,Business
CUST0165,Business
CUST0295,Business
CUST0104,Individual
CUST0422,Business
CUST0353,Business
CUST0143,Business
CUST0495,Individual
CUST0067,Business
CUST0391,Individual
CUST0179,Business
CUST0157,Business
CUST0097,Business
CUST0123,Individual
CUST0330,Business
CUST0353,Individual
CUST0159,Individual
CUST0332,Individual
CUST0292,Business
CUST0069,Business
CUST0011,Individual
CUST0200,Business
CUST0346,Business
CUST0363,Business
CUST0210,Business
CUST0287,Individual
CUST0378,Business
CUST0297,Individual
CUST0405,Business
CUST0110,Business
CUST0182,Business
CUST0313,Individual
CUST0055,Business
CUST0149,Individual
CUST0457,Business
CUST0202,Business
CUST0117,Individual
CUST0244,Business
CUST0210,Individual
CUST0347,Individual
CUST0251,Individual
CUST0370,Individual
CUST0049,Individual
CUST0141,Individual
CUST0440,Individual
CUST0211,Individual
CUST0032,Individual
CUST0305,Business
CUST0429,Individual
CUST0175,Business
CUST0498,Individual
CUST0166,Business
CUST0131,Business
CUST0266,Business
CUST0458,Business
CUST0467,Individual
CUST0087,Business
CUST0349,Business
CUST0008,Business
CUST0495,Business
CUST0291,Individual
CUST0120,Business
CUST0452,Business
CUST0263,Individual
CUST0381,Business
CUST0234,Individual
CUST0195,Business
CUST0396,Business
CUST0364,Business
CUST0494,Business
CUST0209,Individual
CUST0040,Individual
CUST0359,Business
CUST0278,Business
CUST0235,Business
CUST0378,Individual
CUST0087,Individual
CUST0362,Business
CUST0219,Individual
CUST0098,Business
CUST0309,Business
CUST0401,Business
CUST0064,Individual
CUST0193,Individual
CUST0307,Business
CUST0181,Individual
CUST0232,Individual
CUST0310,Business
CUST0017,Business
CUST0061,Business
CUST0427,Individual
CUST0102,Individual
CUST0339,Business
CUST0479,Individual
CUST0489,Business
CUST0016,Business
CUST0199,Business
CUST0176,Business
CUST0490,Business
